id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,weekend_availability_rate,weekday_availability_rate,num_reviews_bin
47879565,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.02806,28.97907,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,"[""Room-darkening shades"", ""FRANKE induction stove"", ""Wine glasses"", ""Self check-in"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Clothing storage: closet"", ""Hot water kettle"", ""Dining table"", ""Central air conditioning"", ""FRANKE stainless steel oven"", ""Private entrance"", ""Baking sheet"", ""Hangers"", ""Essentials"", ""Rebul body soap"", ""Iron"", ""Outdoor furniture"", ""Fire extinguisher"", ""Elevator"", ""Drying rack for clothing"", ""First aid kit"", ""Coffee"", ""Free dryer \u2013 In unit"", ""Private patio or balcony"", ""Lockbox"", ""Hot water"", ""Wifi"", ""Dishwasher"", ""FRANKE refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free washer \u2013 In unit"", ""Rebul shampoo"", ""Shower gel"", ""Coffee maker: french press"", ""Bed linens"", ""TV"", ""Standalone high chair - available upon request"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Central heating""]",3636.0,101,180,4.45,4.54,4.71,4.68,4.65,4.71,4.49,True,125,125,0,0,0.4904458598726114,0.4951923076923077,6.0
47879905,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.02798,28.97682,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Room-darkening shades"", ""Wine glasses"", ""Self check-in"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Dining table"", ""Central air conditioning"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""Drying rack for clothing"", ""First aid kit"", ""Stove"", ""Single level home"", ""Lockbox"", ""Hot water"", ""Wifi"", ""Washer"", ""Dishwasher"", ""Shower gel"", ""Coffee maker"", ""Bed linens"", ""TV"", ""Heating"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Long term stays allowed""]",3203.0,3,180,4.78,4.8,4.89,4.78,4.8,4.74,4.65,True,125,125,0,0,0.4585987261146497,0.4759615384615384,6.0
47880523,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.02793,28.97687,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""Room-darkening shades"", ""Wine glasses"", ""Self check-in"", ""Carbon monoxide alarm"", ""Body soap"", ""Hot water kettle"", ""Paid parking lot off premises"", ""Dining table"", ""Central air conditioning"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Fire extinguisher"", ""Elevator"", ""Drying rack for clothing"", ""First aid kit"", ""Stove"", ""Private patio or balcony"", ""Single level home"", ""Cooking basics"", ""Lockbox"", ""Hot water"", ""Wifi"", ""Washer"", ""Dishwasher"", ""Shower gel"", ""Coffee maker: french press"", ""Bed linens"", ""TV"", ""Heating"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Long term stays allowed""]",3411.0,101,180,4.69,4.77,4.88,4.76,4.65,4.85,4.56,True,125,125,0,0,0.4904458598726114,0.4951923076923077,6.0
47882100,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.0258,28.97846,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,"[""Rebul shampoo"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""TV with standard cable"", ""Iron"", ""Drying rack for clothing"", ""Rebul body soap"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Central air conditioning"", ""Private entrance"", ""Shower gel"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Freezer"", ""Lockbox"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Single level home"", ""Essentials"", ""Smoke alarm"", ""Elevator"", ""Central heating"", ""Portable fans"", ""Laundromat nearby"", ""Standalone high chair - available upon request"", ""Self check-in"", ""FRANKE refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""FRANKE induction stove"", ""Coffee maker: french press"", ""Bed linens"", ""Wine glasses"", ""FRANKE stainless steel oven"", ""Hot water kettle""]",4453.0,3,180,4.73,4.76,4.85,4.78,4.81,4.73,4.58,True,125,125,0,0,0.4423076923076923,0.4354066985645933,6.0
47323343,2014-01-25,within an hour,100.0,100.0,True,34.0,65.0,True,True,Beyoglu,41.037496,28.975212,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""TV with standard cable"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Free dryer \u2013 In building"", ""Wifi"", ""Long term stays allowed"", ""Crib"", ""Fire extinguisher"", ""Shower gel"", ""Freezer"", ""Hot water"", ""Kitchen"", ""Breakfast"", ""Hangers"", ""High chair"", ""Microwave"", ""Dedicated workspace"", ""Building staff"", ""Hair dryer"", ""Bidet"", ""Dining table"", ""Cleaning products"", ""Clothing storage"", ""Paid parking off premises"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Conditioner"", ""Refrigerator"", ""Baby bath"", ""Self check-in"", ""Laundromat nearby"", ""Heating"", ""Cleaning available during stay"", ""Shampoo"", ""Free street parking"", ""First aid kit"", ""Coffee"", ""Toaster"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib"", ""Stove"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",1434.0,1,999,4.61,4.69,4.71,4.74,4.78,4.51,4.61,True,34,34,0,0,0.4615384615384615,0.4593301435406698,6.0
47330476,2020-03-03,within an hour,100.0,99.0,True,9.0,9.0,True,True,Beyoglu,41.03269,28.96991,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""HDTV with premium cable, standard cable"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Private entrance"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water"", ""Kitchen"", ""Baking sheet"", ""Free parking on premises"", ""Pets allowed"", ""Microwave"", ""Dedicated workspace"", ""Building staff"", ""Hair dryer"", ""Paid parking off premises"", ""Washer"", ""Essentials"", ""Smoke alarm"", ""Refrigerator"", ""Self check-in"", ""Cleaning available during stay"", ""Heating"", ""AC - split type ductless system"", ""Smoking allowed"", ""Dishes and silverware"", ""Bed linens""]",1783.0,2,1125,4.7,4.9,4.7,4.9,5.0,4.9,4.7,True,9,6,3,0,0.8782051282051282,0.8708133971291866,4.0
47882366,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.02762,28.97878,Entire rental unit,Entire home/apt,5,2.5,3.0,4.0,"[""Dishwasher"", ""Cooking basics"", ""TV with standard cable"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Central air conditioning"", ""Private entrance"", ""Shower gel"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Oven"", ""Lockbox"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Pets allowed"", ""Dedicated workspace"", ""Cleaning products"", ""Washer"", ""Essentials"", ""Smoke alarm"", ""Refrigerator"", ""Elevator"", ""Self check-in"", ""Paid parking lot off premises"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Coffee maker: french press"", ""Bed linens"", ""Dryer"", ""Wine glasses""]",8029.0,101,180,4.65,4.72,4.65,4.83,4.79,4.73,4.31,True,125,125,0,0,0.4935897435897436,0.492822966507177,6.0
47883047,2014-09-22,within an hour,100.0,99.0,True,132.0,139.0,True,True,Beyoglu,41.0262,28.97847,Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,"[""Dishwasher"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Central air conditioning"", ""Private entrance"", ""Patio or balcony"", ""Shower gel"", ""Carbon monoxide alarm"", ""Lockbox"", ""Freezer"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage"", ""Washer"", ""Essentials"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Elevator"", ""Self check-in"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Coffee maker: french press"", ""Bed linens"", ""Dryer"", ""Wine glasses"", ""Hot water kettle""]",3565.0,3,180,4.87,4.89,4.88,4.92,4.92,4.92,4.75,True,125,125,0,0,0.4743589743589743,0.4401913875598086,6.0
47885266,2016-01-28,within an hour,99.0,73.0,True,8.0,14.0,True,True,Beyoglu,41.03481,28.97631,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Cooking basics"", ""Iron"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""Building staff"", ""Hair dryer"", ""Washer"", ""Essentials"", ""Air conditioning"", ""TV"", ""Self check-in"", ""Heating"", ""Shampoo"", ""First aid kit"", ""Dryer""]",1026.0,100,150,4.2,4.2,4.6,4.8,4.4,4.2,4.2,True,8,7,1,0,0.7115384615384616,0.7033492822966507,3.0
47886982,2019-08-25,within an hour,100.0,100.0,True,23.0,23.0,True,True,Beyoglu,41.02806,28.97536,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking off premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Clothing storage: closet"", ""TV with premium cable"", ""Freezer"", ""Hot water kettle"", ""Dining table"", ""Host greets you"", ""Central air conditioning"", ""Coffee maker: pour-over coffee"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Hangers"", ""Essentials"", ""Iron"", ""Portable fans"", ""Oven"", ""Guest shampoo"", ""Blender"", ""Refrigerator"", ""Drying rack for clothing"", ""First aid kit"", ""Coffee"", ""Stove"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Bed linens"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Crib"", ""Dedicated workspace"", ""Dishes and silverware"", ""Ceiling fan"", ""Outlet covers"", ""Long term stays allowed"", ""Mini fridge"", ""Guest body soap"", ""Bidet""]",8224.0,3,730,4.84,4.92,4.77,4.83,4.95,4.96,4.84,True,13,13,0,0,0.9490445859872612,0.9567307692307692,6.0
47912467,2015-01-22,within an hour,97.0,99.0,True,5.0,6.0,True,True,Beyoglu,41.03935,28.98139,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Outdoor furniture"", ""Outdoor dining area"", ""Iron"", ""Wifi"", ""Long term stays allowed"", ""Safe"", ""Mini fridge"", ""Clothing storage: closet"", ""Central air conditioning"", ""Private entrance"", ""Shower gel"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Hot water"", ""Hangers"", ""Kitchenette"", ""Dedicated workspace"", ""Hair dryer"", ""Paid parking garage off premises"", ""Essentials"", ""Smoke alarm"", ""TV"", ""Electric stove"", ""Central heating"", ""Shampoo"", ""Window guards"", ""Dishes and silverware"", ""Bed linens""]",2672.0,2,40,4.73,4.82,4.68,4.89,4.83,4.74,4.84,True,5,5,0,0,0.9551282051282052,0.9473684210526316,6.0
47945653,2021-01-14,within an hour,100.0,99.0,True,5.0,5.0,True,True,Sisli,41.11865,29.00844,Entire serviced apartment,Entire home/apt,4,1.0,2.0,3.0,"[""Room-darkening shades"", ""Exterior security cameras on property"", ""Laundromat nearby"", ""Self check-in"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Safe"", ""Clothing storage: closet"", ""Freezer"", ""Hot water kettle"", ""Dining table"", ""Building staff"", ""Central air conditioning"", ""Private entrance"", ""Dryer"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""First aid kit"", ""Private patio or balcony"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Free parking garage on premises \u2013 1 space"", ""Electric stove"", ""High chair"", ""Shower gel"", ""Bed linens"", ""TV"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Crib"", ""Gym"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed""]",13152.0,1,1125,4.86,4.86,4.93,4.79,4.93,4.71,4.93,True,5,5,0,0,0.9936305732484076,1.0,4.0
47970307,2021-01-31,unknown,0.0,0.0,True,3.0,4.0,True,True,Besiktas,41.05473,29.02468,Entire vacation home,Entire home/apt,4,1.0,1.0,1.0,"[""Room-darkening shades"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Clothing storage: closet"", ""Freezer"", ""Hot water kettle"", ""Dryer"", ""Wifi \u2013 28 Mbps"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Refrigerator"", ""Mosquito net"", ""Pets allowed"", ""Hot water"", ""Dishwasher"", ""Washer \u2013\u00a0In building"", ""Smoking allowed"", ""Local body soap"", ""55 inch HDTV"", ""Hair dryer"", ""Kitchen"", ""Portable air conditioning"", ""Dedicated workspace"", ""Long term stays allowed"", ""Central heating""]",1400.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,0.9936305732484076,1.0,0.0
47974974,2014-09-27,within a few hours,100.0,0.0,True,3.0,16.0,True,True,Maltepe,40.93657,29.13703,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,"[""Cooking basics"", ""Iron"", ""Wifi"", ""Crib"", ""Private entrance"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Hair dryer"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""TV"", ""Elevator"", ""Heating"", ""Shared gym in building"", ""Dryer"", ""Shared pool""]",3263.0,100,365,5.0,5.0,4.9,5.0,5.0,5.0,5.0,True,3,3,0,0,1.0,1.0,4.0
48002263,2013-08-06,within an hour,100.0,100.0,True,51.0,52.0,True,True,Beyoglu,41.03191,28.98083,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Free dryer \u2013 In unit"", ""Extra pillows and blankets"", ""Dishwasher"", ""Cooking basics"", ""Other stainless steel induction stove"", ""Luggage dropoff allowed"", ""Free washer \u2013 In unit"", ""JBL Bluetooth sound system"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Long term stays allowed"", ""Atelier Rebul shampoo"", ""Central air conditioning"", ""Private entrance"", ""High chair - available upon request"", ""Shower gel"", ""Carbon monoxide alarm"", ""Lockbox"", ""Freezer"", ""HDTV with Netflix, standard cable"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Crib - available upon request"", ""Microwave"", ""Atelier Rebul body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Coffee maker: espresso machine, Nespresso"", ""Clothing storage: closet and wardrobe"", ""Dining table"", ""Cleaning products"", ""Children\u2019s dinnerware"", ""Single level home"", ""Essentials"", ""Smoke alarm"", ""Refrigerator"", ""Elevator"", ""Central heating"", ""Self check-in"", ""Paid parking lot off premises"", ""Coffee"", ""Dishes and silverware"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",3290.0,3,1125,4.9,4.88,4.76,4.98,4.98,4.9,4.75,True,51,51,0,0,0.7371794871794872,0.7416267942583732,5.0
48008026,2018-08-04,within an hour,100.0,100.0,True,16.0,18.0,True,True,Kadikoy,40.99243,29.02728,Entire rental unit,Entire home/apt,2,1.5,2.0,2.0,"[""Outdoor dining area"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Free dryer \u2013 In building"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Mini fridge"", ""Patio or balcony"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Breakfast"", ""Pets allowed"", ""Microwave"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Washer"", ""Essentials"", ""Mosquito net"", ""Private backyard \u2013 Fully fenced"", ""EV charger"", ""Refrigerator"", ""TV"", ""Fire pit"", ""Portable fans"", ""Laundromat nearby"", ""Heating"", ""Paid parking lot off premises"", ""Shampoo"", ""AC - split type ductless system"", ""Cleaning available during stay"", ""Smoking allowed"", ""First aid kit"", ""Dishes and silverware"", ""Bed linens"", ""Gas stove"", ""Hot water kettle""]",2256.0,102,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,16,13,3,0,1.0,1.0,0.0
48008234,2018-03-28,within an hour,100.0,100.0,True,19.0,19.0,True,True,Beyoglu,41.03605,28.98392,Room in boutique hotel,Private room,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Iron"", ""Body soap"", ""Smart lock"", ""Long term stays allowed"", ""Fire extinguisher"", ""Mini fridge"", ""Clothing storage: closet"", ""Private entrance"", ""Shower gel"", ""Hot water"", ""Hangers"", ""Crib - available upon request"", ""Dedicated workspace"", ""Hair dryer"", ""Wifi \u2013 26 Mbps"", ""Cleaning products"", ""Paid parking off premises"", ""Essentials"", ""Smoke alarm"", ""TV"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Heating"", ""Shampoo"", ""AC - split type ductless system"", ""Smoking allowed"", ""Paid washer \u2013 In building"", ""Bed linens"", ""Hot water kettle""]",1221.0,1,1125,4.44,4.6,4.42,4.77,4.81,4.84,4.58,True,19,10,9,0,1.0,1.0,5.0
48011530,2014-01-25,within an hour,100.0,100.0,True,3.0,4.0,True,True,Beyoglu,41.04023,28.98035,Entire rental unit,Entire home/apt,7,1.5,3.0,4.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Window guards"", ""Freezer"", ""Body soap"", ""Hot water kettle"", ""Dining table"", ""Baking sheet"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Fire pit"", ""Fire extinguisher"", ""Refrigerator"", ""Air conditioning"", ""First aid kit"", ""Cooking basics"", ""Pets allowed"", ""Hot water"", ""Wifi"", ""Washer"", ""Shared patio or balcony"", ""Smoking allowed"", ""Shower gel"", ""Coffee maker"", ""Bed linens"", ""Resort access"", ""Free street parking"", ""Heating"", ""Paid parking on premises"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Crib"", ""Dedicated workspace"", ""Dishes and silverware"", ""Long term stays allowed"", ""TV with Netflix, standard cable"", ""Luggage dropoff allowed"", ""Host greets you""]",4089.0,3,365,4.68,4.75,4.82,4.89,4.94,4.44,4.68,True,3,3,0,0,0.9426751592356688,0.9423076923076924,6.0
48027619,2021-02-03,within an hour,100.0,90.0,True,4.0,9.0,True,True,Beyoglu,41.03699,28.97277,Entire rental unit,Entire home/apt,5,1.5,3.0,3.0,"[""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Bosh refrigerator"", ""Central air conditioning"", ""Patio or balcony"", ""Shower gel"", ""Coffee maker"", ""Hot water"", ""Bosh stainless steel oven"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Dedicated workspace"", ""Hair dryer"", ""Pocket wifi"", ""Dining table"", ""Cleaning products"", ""Sound system"", ""Essentials"", ""Free washer"", ""Conditioner"", ""HDTV"", ""Record player"", ""Host greets you"", ""Central heating"", ""Shampoo"", ""Smoking allowed"", ""First aid kit"", ""Dishes and silverware"", ""Bed linens"", ""Wine glasses""]",3218.0,3,100,4.82,4.81,4.65,4.9,4.93,4.78,4.75,True,4,4,0,0,0.2179487179487179,0.2248803827751196,6.0
47945864,2021-01-14,within an hour,100.0,99.0,True,5.0,5.0,True,True,Sisli,41.11876,29.00824,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Valley view"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Laundromat nearby"", ""Self check-in"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Safe"", ""Clothing storage: closet"", ""Freezer"", ""Hot water kettle"", ""Dining table"", ""Building staff"", ""Private entrance"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Private patio or balcony"", ""Single level home"", ""Cooking basics"", ""Crib - available upon request"", ""Hot water"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Free parking garage on premises \u2013 1 space"", ""Electric stove"", ""Free washer \u2013 In unit"", ""High chair"", ""Shower gel"", ""City skyline view"", ""Bed linens"", ""TV"", ""Heating"", ""Shared gym in building"", ""Hair dryer"", ""Kitchen"", ""AC - split type ductless system"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Mountain view"", ""Long term stays allowed"", ""Luggage dropoff allowed""]",8313.0,1,1125,4.83,4.83,4.67,4.83,4.83,4.83,4.83,True,5,5,0,0,0.9936305732484076,1.0,3.0
47946072,2021-01-14,within an hour,100.0,99.0,True,5.0,5.0,True,True,Sisli,41.11834,29.00982,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Crib - available upon request"", ""Smoking allowed"", ""Self check-in"", ""Long term stays allowed"", ""Smoke alarm"", ""Building staff"", ""Hangers"", ""Single level home"", ""Shower gel"", ""Shampoo"", ""Dishes and silverware"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Private entrance"", ""Private patio or balcony"", ""Refrigerator"", ""Electric stove"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Room-darkening shades"", ""Elevator"", ""Luggage dropoff allowed"", ""Wifi"", ""Shared gym in building"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Essentials"", ""First aid kit"", ""Safe"", ""High chair"", ""Laundromat nearby"", ""Free parking on premises"", ""Clothing storage: closet"", ""Central air conditioning"", ""Cooking basics"", ""Freezer"", ""Iron"", ""Hair dryer"", ""Hot water kettle"", ""City skyline view"", ""Heating"", ""55 inch HDTV with Disney+, Netflix"", ""Microwave"", ""Hot water"", ""Cleaning available during stay"", ""Kitchen"", ""Cleaning products"", ""Valley view"", ""Fire extinguisher"", ""Oven"", ""Mountain view"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Ethernet connection""]",7516.0,1,1125,4.76,4.62,4.72,4.79,4.93,4.93,4.66,True,5,5,0,0,0.9871794871794872,0.9808612440191388,5.0
48592978,2021-03-09,unknown,0.0,0.0,True,6.0,8.0,True,True,Beyoglu,41.0257,28.97943,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Cooking basics"", ""Iron"", ""Wifi"", ""Crib"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Private entrance"", ""Carbon monoxide alarm"", ""Kitchen"", ""Breakfast"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""TV"", ""Heating"", ""Shampoo"", ""Smoking allowed"", ""Dryer""]",429.0,100,365,4.17,4.83,4.0,4.83,4.83,5.0,4.5,True,6,5,1,0,0.3782051282051282,0.3732057416267942,3.0
48603965,2021-02-11,within an hour,99.0,100.0,True,7.0,9.0,True,True,Beyoglu,41.03824,28.98309,Entire serviced apartment,Entire home/apt,4,1.0,1.0,4.0,"[""Cooking basics"", ""Free washer \u2013 In unit"", ""Bathtub"", ""Iron"", ""Body soap"", ""Portable air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Lockbox"", ""Wifi \u2013 9 Mbps"", ""Kitchen"", ""Dedicated workspace"", ""Hair dryer"", ""Bidet"", ""Refrigerator"", ""TV"", ""Self check-in"", ""Heating"", ""Smoking allowed"", ""First aid kit"", ""Dishes and silverware"", ""Free dryer""]",2083.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,7,7,0,0,0.4743589743589743,0.4688995215311005,0.0
48605745,2018-10-17,unknown,0.0,0.0,True,1.0,2.0,True,True,Beyoglu,41.03621,28.97553,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Wifi"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Private entrance"", ""Patio or balcony"", ""Lockbox"", ""Freezer"", ""Hot water"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""Pets allowed"", ""Dedicated workspace"", ""Hair dryer"", ""Cleaning products"", ""Clothing storage"", ""Paid parking off premises"", ""Washer"", ""Essentials"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Cleaning available during stay"", ""Heating"", ""Shampoo"", ""Smoking allowed"", ""Ethernet connection"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Hot water kettle""]",641.0,100,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,1,0,1,0,0.0064102564102564,0.0095693779904306,2.0
