id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,weekend_availability_rate,weekday_availability_rate,num_reviews_bin
48606701,2020-02-04,unknown,0.0,0.0,True,1.0,1.0,True,True,Sisli,41.07508,28.99393,Private room in rental unit,Private room,2,1.0,2.0,2.0,"[""Extra pillows and blankets"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Cooking basics"", ""City skyline view"", ""Iron"", ""Drying rack for clothing"", ""Portable air conditioning"", ""Wifi \u2013 39 Mbps"", ""Hacisakir body soap"", ""Safe"", ""Nivea conditioner"", ""Lock on bedroom door"", ""Mini fridge"", ""Portable heater"", ""Stainless steel oven"", ""Shower gel"", ""Freezer"", ""Hot water"", ""Free washer \u2013 In building"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Baking sheet"", ""Clothing storage: wardrobe"", ""Free parking on premises"", ""Pets allowed"", ""Blender"", ""Dedicated workspace"", ""Hair dryer"", ""Pocket wifi"", ""Dining table"", ""Cleaning products"", ""Rice maker"", ""Head and shoulders  shampoo"", ""Essentials"", ""Bread maker"", ""Refrigerator"", ""Host greets you"", ""BEKO stainless steel gas stove"", ""Books and reading material"", ""Free street parking"", ""Ethernet connection"", ""First aid kit"", ""Coffee"", ""Dishes and silverware"", ""Bed linens"", ""Shared patio or balcony""]",1040.0,100,1125,5.0,5.0,4.83,4.67,5.0,4.17,5.0,True,1,0,1,0,1.0,0.9952153110047848,3.0
48617451,2019-09-18,within an hour,99.0,100.0,True,2.0,2.0,True,True,Esenyurt,41.01206,28.67449,Private room in condo,Private room,1,1.5,1.0,1.0,"[""Room-darkening shades"", ""Garden view"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Freezer"", ""Body soap"", ""Hot water kettle"", ""Shared backyard \u2013 Fully fenced"", ""Ethernet connection"", ""Private entrance"", ""Hangers"", ""Essentials"", ""Iron"", ""Portable fans"", ""Gas stove"", ""Oven"", ""Blender"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""Lock on bedroom door"", ""Rice maker"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Coffee"", ""Free dryer \u2013 In unit"", ""Single level home"", ""Cooking basics"", ""BBQ grill"", ""Hot water"", ""Wifi"", ""Washer"", ""Shared patio or balcony"", ""Smoking allowed"", ""Free parking on premises"", ""Sound system"", ""Sauna"", ""Coffee maker"", ""Free street parking"", ""Bathtub"", ""Heating"", ""Clothing storage"", ""Shared hot tub"", ""Kitchen"", ""Gym"", ""Smoke alarm"", ""Dedicated workspace"", ""Exercise equipment: free weights, treadmill"", ""Dishes and silverware"", ""Indoor fireplace"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Host greets you""]",1089.0,100,1125,5.0,5.0,4.75,5.0,5.0,4.92,4.92,True,2,0,2,0,1.0,1.0,4.0
48618169,2021-03-09,unknown,0.0,0.0,True,6.0,8.0,True,True,Beyoglu,41.0266,28.97738,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Cooking basics"", ""Iron"", ""Wifi"", ""Crib"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Private entrance"", ""Carbon monoxide alarm"", ""Kitchen"", ""Breakfast"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""TV"", ""Heating"", ""Shampoo"", ""Smoking allowed"", ""Dryer""]",425.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,6,5,1,0,0.3782051282051282,0.3732057416267942,0.0
48043111,2020-09-16,within an hour,100.0,73.0,True,29.0,34.0,True,True,Sisli,41.11591,29.01244,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Self check-in"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Freezer"", ""Body soap"", ""Outdoor playground"", ""Hot water kettle"", ""Dining table"", ""Building staff"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib"", ""Central air conditioning"", ""Private entrance"", ""Exercise equipment: free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Baking sheet"", ""Shared backyard"", ""Dryer"", ""EV charger"", ""Children\u2019s dinnerware"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Blender"", ""Outdoor furniture"", ""Folding or convertible high chair - available upon request"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""Drying rack for clothing"", ""Double oven"", ""First aid kit"", ""Private patio or balcony"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Free parking garage on premises \u2013 1 space"", ""Smoking allowed"", ""Electric stove"", ""Shower gel"", ""Clothing storage: closet and wardrobe"", ""Coffee maker"", ""Bed linens"", ""TV"", ""Heating"", ""Hair dryer"", ""Conditioner"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Gym"", ""Paid street parking off premises"", ""Outlet covers"", ""Long term stays allowed"", ""Luggage dropoff allowed""]",7692.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,29,29,0,0,1.0,1.0,1.0
48073897,2015-01-13,a few days or more,0.0,100.0,True,1.0,6.0,True,True,Sisli,41.04912,28.99639,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,"[""Smoking allowed"", ""Long term stays allowed"", ""Hangers"", ""Dryer"", ""Shower gel"", ""Extra pillows and blankets"", ""Shampoo"", ""Refrigerator"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Wifi"", ""Bed linens"", ""Washer"", ""Cooking basics"", ""Iron"", ""Hair dryer"", ""Heating"", ""Microwave"", ""Body soap"", ""Hot water"", ""Cleaning available during stay"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""Air conditioning"", ""Coffee maker"", ""TV with standard cable"", ""First aid kit""]",1000.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
48079915,2017-05-04,within an hour,100.0,82.0,True,6.0,7.0,True,True,Beyoglu,41.03259,28.98348,Room in aparthotel,Entire home/apt,14,5.0,5.0,5.0,"[""Extra pillows and blankets"", ""Paid standalone high chair - available upon request"", ""Iron"", ""Wifi"", ""Fire extinguisher"", ""Paid crib - available upon request"", ""Private entrance"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Free washer \u2013 In building"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""TV"", ""Books and reading material"", ""Central heating"", ""Shampoo"", ""Smoking allowed"", ""Dishes and silverware"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Bed linens""]",14084.0,100,365,4.6,4.6,4.56,4.76,4.88,4.68,4.56,True,6,6,0,0,1.0,1.0,5.0
48085795,2021-02-08,unknown,0.0,0.0,True,2.0,4.0,True,True,Fatih,41.00253,28.97639,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Laundromat nearby"", ""Heating"", ""Shampoo"", ""Iron"", ""Essentials"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Free parking on premises"", ""TV"", ""Fire extinguisher""]",6713.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
48618750,2020-10-08,within an hour,80.0,86.0,True,13.0,13.0,True,True,Beyoglu,41.03619,28.98005,Room in boutique hotel,Private room,2,1.0,1.0,2.0,"[""Extra pillows and blankets"", ""Ethernet connection"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Pocket wifi"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Smoking allowed"", ""Shower gel"", ""Bed linens"", ""TV"", ""Heating"", ""Hair dryer"", ""Smoke alarm"", ""Dedicated workspace"", ""Long term stays allowed"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Paid parking off premises""]",2353.0,100,1125,4.79,4.93,4.71,5.0,5.0,4.79,4.86,True,11,6,5,0,1.0,1.0,4.0
48634367,2013-07-02,within an hour,100.0,100.0,True,40.0,49.0,True,True,Maltepe,40.92187,29.15851,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Clothing storage: closet and dresser"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Iron"", ""Drying rack for clothing"", ""Body soap"", ""Long term stays allowed"", ""Safe"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Mini fridge"", ""Shared beach access"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Freezer"", ""Lockbox"", ""Hot water"", ""Fast wifi \u2013 106 Mbps"", ""Room-darkening shades"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Dedicated workspace"", ""Hair dryer"", ""Bidet"", ""Cleaning products"", ""Single level home"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Smoke alarm"", ""Refrigerator"", ""TV"", ""Electric stove"", ""Elevator"", ""Books and reading material"", ""Paid valet parking on premises"", ""Laundromat nearby"", ""Heating"", ""Paid parking lot off premises"", ""Shampoo"", ""Self check-in"", ""Cleaning available during stay"", ""Ethernet connection"", ""Window guards"", ""Coffee"", ""Dishes and silverware"", ""Bed linens"", ""Wine glasses"", ""Hot water kettle""]",2107.0,3,365,4.95,4.97,4.97,4.97,4.98,4.9,4.92,True,33,33,0,0,0.0961538461538461,0.0813397129186602,6.0
48086150,2020-07-07,within an hour,90.0,100.0,True,11.0,11.0,True,True,Bagcilar,41.02389,28.81607,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Self check-in"", ""Smoke alarm"", ""Stove"", ""Building staff"", ""Free street parking"", ""Hangers"", ""Dryer"", ""Shampoo"", ""Dishes and silverware"", ""Private entrance"", ""Private patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Elevator"", ""Wifi"", ""Essentials"", ""Safe"", ""Free parking on premises"", ""Washer"", ""Cooking basics"", ""Iron"", ""Hair dryer"", ""Shared gym nearby"", ""Hot water kettle"", ""City skyline view"", ""Heating"", ""Crib"", ""Hot water"", ""EV charger"", ""Kitchen"", ""Fire extinguisher"", ""Shared outdoor pool - heated"", ""TV"", ""Oven"", ""Air conditioning"", ""Dedicated workspace"", ""First aid kit""]",4429.0,1,365,4.51,4.49,4.36,4.64,4.46,4.05,4.39,True,11,11,0,0,1.0,0.985645933014354,6.0
48100434,2013-08-06,within an hour,100.0,100.0,True,51.0,52.0,True,True,Besiktas,41.04388,28.99852,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Room-darkening shades"", ""Garden view"", ""Wine glasses"", ""Self check-in"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Freezer"", ""Hot water kettle"", ""JBL Bluetooth sound system"", ""Coffee maker: Nespresso"", ""Dining table"", ""Private entrance"", ""HDTV with Netflix, standard cable"", ""Baking sheet"", ""High chair - available upon request"", ""Hangers"", ""Children\u2019s dinnerware"", ""Essentials"", ""Iron"", ""Oven"", ""Atelier Rebul body soap"", ""Gas stove"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""Drying rack for clothing"", ""Coffee"", ""Single level home"", ""Lockbox"", ""Cooking basics"", ""Crib - available upon request"", ""Hot water"", ""Fast wifi \u2013 106 Mbps"", ""Microwave"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free washer \u2013 In unit"", ""Shower gel"", ""Bed linens"", ""Free street parking"", ""Heating"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""AC - split type ductless system"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Paid street parking off premises"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Atelier Rebul - Istanbul shampoo""]",8857.0,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,4.75,True,51,51,0,0,0.0,0.0,2.0
48122131,2020-09-16,within an hour,100.0,73.0,True,29.0,34.0,True,True,Sisli,41.12116,29.01002,Entire serviced apartment,Entire home/apt,8,2.0,4.0,6.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Self check-in"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Freezer"", ""Body soap"", ""Outdoor playground"", ""Hot water kettle"", ""Dining table"", ""Building staff"", ""Stainless steel double oven"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib"", ""Central air conditioning"", ""Private entrance"", ""Baking sheet"", ""EV charger"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Blender"", ""Outdoor furniture"", ""Folding or convertible high chair - available upon request"", ""Fire extinguisher"", ""Refrigerator"", ""Elevator"", ""Drying rack for clothing"", ""First aid kit"", ""Free dryer \u2013 In unit"", ""Private patio or balcony"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Smoking allowed"", ""Free parking on premises"", ""Electric stove"", ""Free washer \u2013 In unit"", ""Exercise equipment"", ""Shower gel"", ""Clothing storage: closet and wardrobe"", ""Coffee maker"", ""Bed linens"", ""Heating"", ""Shared gym in building"", ""Hair dryer"", ""Conditioner"", ""Crib"", ""Kitchen"", ""55 inch HDTV with Netflix"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Backyard"", ""Paid street parking off premises"", ""Outlet covers"", ""Long term stays allowed"", ""Luggage dropoff allowed""]",22142.0,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,29,29,0,0,1.0,1.0,1.0
48152800,2016-06-07,within an hour,100.0,100.0,True,119.0,125.0,True,True,Beyoglu,41.02516,28.97494,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"[""Room-darkening shades"", ""Wine glasses"", ""Bay view"", ""Self check-in"", ""Cleaning products"", ""Dining table"", ""Building staff"", ""Central air conditioning"", ""Arcelik refrigerator"", ""Dryer"", ""High chair - available upon request"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Drying rack for clothing"", ""Stove"", ""Cooking basics"", ""Crib - available upon request"", ""Hot water"", ""Wifi"", ""Smoking allowed"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free washer \u2013 In unit"", ""Sea view"", ""Coffee maker"", ""Bed linens"", ""TV"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed""]",5719.0,2,1125,4.77,4.78,4.71,4.81,4.84,4.89,4.73,True,39,39,0,0,0.9490445859872612,0.966346153846154,6.0
48152961,2014-08-10,within an hour,95.0,99.0,True,50.0,52.0,True,True,Beyoglu,41.03793,28.99134,Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,"[""Room-darkening shades"", ""Wine glasses"", ""Laundromat nearby"", ""Self check-in"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Patio or balcony"", ""Freezer"", ""Body soap"", ""Hot water kettle"", ""Dining table"", ""Building staff"", ""Ethernet connection"", ""Coffee maker: pour-over coffee"", ""Outdoor dining area"", ""Baking sheet"", ""Dryer"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Outdoor furniture"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Air conditioning"", ""First aid kit"", ""Cooking basics"", ""Paid parking garage on premises \u2013 100 spaces"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Bread maker"", ""65 inch HDTV with Netflix, standard cable"", ""Sea view"", ""Shower gel"", ""City skyline view"", ""Bed linens"", ""Free street parking"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Bosch refrigerator"", ""Grundig Bluetooth sound system"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Paid parking off premises""]",23074.0,2,45,4.55,4.73,4.27,4.91,4.82,4.91,4.82,True,49,49,0,0,0.9936305732484076,1.0,4.0
48153932,2020-07-28,within a few hours,93.0,53.0,True,22.0,53.0,True,True,Sisli,41.12076,29.00759,Entire rental unit,Entire home/apt,8,2.0,4.0,6.0,"[""Wine glasses"", ""Extra pillows and blankets"", ""Safe"", ""Freezer"", ""Body soap"", ""Hot water kettle"", ""Ethernet connection"", ""Private entrance"", ""Baking sheet"", ""Dryer"", ""Toaster"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Drying rack for clothing"", ""Pocket wifi"", ""Rice maker"", ""Air conditioning"", ""First aid kit"", ""Mosquito net"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Washer"", ""Microwave"", ""Dishwasher"", ""Smoking allowed"", ""Free parking on premises"", ""Shower gel"", ""Bed linens"", ""TV"", ""Heating"", ""Clothing storage"", ""Hair dryer"", ""Conditioner"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Gym"", ""Luggage dropoff allowed"", ""Paid parking off premises""]",21897.0,1,365,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True,22,20,2,0,1.0,1.0,1.0
48175034,2014-05-16,within an hour,100.0,100.0,True,10.0,12.0,True,True,Fatih,41.0034,28.97679,Room in boutique hotel,Private room,2,1.0,1.0,1.0,"[""Room-darkening shades"", ""Laundromat nearby"", ""Self check-in"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Extra pillows and blankets"", ""Safe"", ""Window guards"", ""Building staff"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""First aid kit"", ""Hot water"", ""Wifi"", ""Free parking on premises"", ""Shower gel"", ""Bed linens"", ""TV"", ""Free street parking"", ""Clothing storage"", ""Hair dryer"", ""Crib"", ""Smoke alarm"", ""Long term stays allowed"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Central heating""]",2937.0,1,180,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,2,0,2,0,1.0,1.0,1.0
48669642,2014-02-27,within an hour,99.0,100.0,True,1.0,1.0,True,True,Sisli,41.05855,28.99388,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Self check-in"", ""55 inch HDTV with Netflix, premium cable"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron"", ""Refrigerator"", ""Elevator"", ""Lockbox"", ""Hot water"", ""Free parking on premises"", ""Free washer \u2013 In unit"", ""Wifi \u2013 31 Mbps"", ""City skyline view"", ""Coffee maker"", ""Heating"", ""Hair dryer"", ""Kitchen"", ""AC - split type ductless system"", ""Dedicated workspace"", ""Dishes and silverware""]",1865.0,100,200,5.0,5.0,4.88,5.0,5.0,4.88,4.75,True,1,1,0,0,0.7261146496815286,0.7355769230769231,3.0
48679185,2020-08-17,unknown,0.0,0.0,True,1.0,1.0,True,True,Beyoglu,41.0355,28.97134,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""TV"", ""Pets allowed"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Smoking allowed"", ""Indoor fireplace""]",1000.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
48686675,2017-08-28,unknown,0.0,0.0,True,1.0,1.0,True,True,Sisli,41.07965626365065,29.007966339265728,Entire townhouse,Entire home/apt,2,1.0,1.0,3.0,"[""Elevator"", ""Hair dryer"", ""Heating"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Smoking allowed"", ""Iron"", ""Essentials"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Pets allowed"", ""Hangers""]",7176.0,100,365,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,1,0,0,1.0,1.0,0.0
48703016,2012-12-21,unknown,0.0,0.0,True,1.0,1.0,True,True,Kadikoy,40.99324,29.03967,Private room in rental unit,Private room,4,1.0,1.0,1.0,"[""Outdoor dining area"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Iron"", ""Drying rack for clothing"", ""Wifi"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Shared backyard \u2013 Fully fenced"", ""Shower gel"", ""Hot water"", ""Kitchen"", ""Breakfast"", ""Hangers"", ""Clothing storage: wardrobe"", ""Pets allowed"", ""Dedicated workspace"", ""Cleaning products"", ""Paid parking off premises"", ""Essentials"", ""Air conditioning"", ""Refrigerator"", ""Waterfront"", ""Portable fans"", ""Cleaning available during stay"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Smoking allowed"", ""Ethernet connection"", ""First aid kit"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dryer"", ""Wine glasses"", ""Shared patio or balcony"", ""Hot water kettle""]",2308.0,100,1125,4.58267273452033,4.6156312292358805,4.536973159712995,4.720404651162791,4.7400843741695455,4.644599335548173,4.541681174828892,True,1,0,1,0,1.0,1.0,0.0
