listing_id,weekend_availability_rate,weekday_availability_rate
572504,0.4551282051282051,0.45933014354066987
576358,0.9936305732484076,1.0
576710,0.9936305732484076,1.0
607323,0.9487179487179487,0.937799043062201
607344,0.967948717948718,0.9856459330143541
612327,0.9171974522292994,0.9230769230769231
617961,1.0,1.0
618156,0.9807692307692307,0.9808612440191388
630800,1.0,1.0
632120,0.24203821656050956,0.25
638542,0.3057324840764331,0.3173076923076923
646784,1.0,1.0
652469,1.0,0.9856459330143541
657009,1.0,1.0
659314,0.41025641025641024,0.41148325358851673
663291,0.6666666666666666,0.6602870813397129
688345,1.0,1.0
691572,0.9807692307692307,0.9856459330143541
718917,0.9935897435897436,0.9665071770334929
722102,1.0,1.0
724513,0.37579617834394907,0.3798076923076923
741440,1.0,1.0
742074,0.532051282051282,0.5311004784688995
742078,0.9171974522292994,0.9086538461538461
742088,0.9038461538461539,0.9043062200956937
746868,0.5512820512820513,0.5119617224880383
750291,1.0,1.0
760403,0.9871794871794872,1.0
769270,0.9936305732484076,1.0
776764,1.0,0.9952153110047847
778627,1.0,1.0
782389,1.0,0.9952153110047847
784758,0.9807692307692307,0.9760765550239234
785113,0.9936305732484076,1.0
785494,0.4394904458598726,0.4326923076923077
791056,0.3821656050955414,0.4182692307692308
791977,1.0,1.0
793299,1.0,1.0
803613,1.0,1.0
820752,0.2484076433121019,0.24519230769230768
821841,1.0,0.9904306220095693
836523,0.9807692307692307,0.9808612440191388
843343,0.0,0.0
846376,0.8598726114649682,0.8990384615384616
849707,1.0,1.0
853021,0.7756410256410257,0.784688995215311
853852,0.9936305732484076,1.0
856664,0.9936305732484076,1.0
858801,0.9936305732484076,1.0
868318,1.0,1.0
869892,0.00641025641025641,0.014354066985645933
871348,0.9230769230769231,0.9043062200956937
871781,0.9935897435897436,0.9904306220095693
874508,0.9936305732484076,0.9807692307692307
874935,0.9807692307692307,0.9808612440191388
879400,0.9490445859872612,0.9663461538461539
896029,1.0,1.0
903061,1.0,1.0
905809,0.30128205128205127,0.3062200956937799
906294,0.9230769230769231,0.9043062200956937
908653,1.0,0.9856459330143541
929076,0.25,0.24401913875598086
937206,1.0,1.0
940801,0.9807692307692307,0.9617224880382775
940804,1.0,1.0
940808,0.7948717948717948,0.7990430622009569
940809,1.0,1.0
940812,0.9617834394904459,0.9615384615384616
940814,0.8717948717948718,0.8708133971291866
940818,0.9936305732484076,1.0
940821,0.9936305732484076,1.0
940824,1.0,1.0
940826,0.9872611464968153,1.0
940833,0.29936305732484075,0.2980769230769231
948686,1.0,0.9856459330143541
955886,0.9807692307692307,0.9808612440191388
958273,0.0,0.0
958384,0.5064102564102564,0.5215311004784688
959977,1.0,0.9952153110047847
974082,0.9551282051282052,0.9665071770334929
974147,1.0,0.9952153110047847
986086,0.7307692307692307,0.722488038277512
1008928,0.7261146496815286,0.7355769230769231
1011850,1.0,1.0
1016722,0.9872611464968153,0.9807692307692307
1029771,1.0,1.0
1029997,0.9358974358974359,0.9665071770334929
1033440,0.9807692307692307,0.9760765550239234
1033637,1.0,0.9760765550239234
1033655,1.0,0.9856459330143541
1050338,1.0,1.0
1054647,1.0,1.0
1058429,1.0,1.0
1058555,0.5,0.49282296650717705
1067754,0.9936305732484076,1.0
1070360,0.9936305732484076,1.0
1081374,0.24203821656050956,0.25
1082592,1.0,0.9952153110047847
1083510,1.0,0.9856459330143541
1131124,0.9294871794871795,0.9186602870813397
1144115,0.9872611464968153,1.0
1190556,0.2356687898089172,0.2403846153846154
1192463,1.0,1.0
1197074,1.0,1.0
1197075,1.0,1.0
1199741,1.0,0.9952153110047847
1213061,1.0,0.9904306220095693
1215123,1.0,0.9952153110047847
1218451,1.0,1.0
1230718,0.9807692307692307,0.9760765550239234
1230768,1.0,1.0
1235446,0.8461538461538461,0.8421052631578947
1254277,0.9551282051282052,0.9760765550239234
1268910,0.643312101910828,0.6442307692307693
1271166,0.967948717948718,0.9617224880382775
1283392,0.9551282051282052,0.9760765550239234
1290897,1.0,1.0
1294827,0.4935897435897436,0.49282296650717705
1296050,0.9615384615384616,0.9569377990430622
1297465,1.0,1.0
1302534,0.4968152866242038,0.5048076923076923
1322827,1.0,1.0
1345776,0.0,0.0
1413677,0.8525641025641025,0.8755980861244019
1435471,1.0,1.0
1437541,1.0,1.0
1458729,1.0,1.0
1462733,0.9936305732484076,1.0
1476508,1.0,1.0
1491238,0.910828025477707,0.9134615384615384
1492036,1.0,1.0
1494112,1.0,1.0
1498541,0.7115384615384616,0.7272727272727273
1499119,0.9745222929936306,0.9759615384615384
1523031,0.9936305732484076,1.0
1528577,1.0,1.0
1529536,1.0,0.9952153110047847
1532386,1.0,1.0
1614221,0.8205128205128205,0.8708133971291866
1627801,1.0,1.0
1633191,0.358974358974359,0.3875598086124402
1634746,0.9807692307692307,0.9665071770334929
1635900,1.0,0.9904306220095693
1644722,0.41025641025641024,0.41148325358851673
1651462,0.9681528662420382,0.9711538461538461
1653795,1.0,1.0
1655941,0.8853503184713376,0.9038461538461539
1662580,1.0,1.0
1666514,1.0,1.0
1675016,1.0,1.0
1682486,1.0,0.9952153110047847
1714924,1.0,1.0
1725117,0.6794871794871795,0.6889952153110048
1739146,1.0,1.0
1745722,0.9936305732484076,1.0
1775170,0.7051282051282052,0.7129186602870813
1777144,0.7371794871794872,0.7368421052631579
1800776,0.6153846153846154,0.631578947368421
1832186,0.9872611464968153,0.9903846153846154
1839271,0.7564102564102564,0.7559808612440191
1848803,0.9102564102564102,0.9090909090909091
1862030,0.25,0.23923444976076555
1925644,0.7770700636942676,0.8173076923076923
1925646,0.17307692307692307,0.16267942583732056
1978880,1.0,1.0
1991233,0.9490445859872612,0.9471153846153846
